Frequency (Hz),Magnitude
49.0,0.209938
49.0,0.07979
49.0,0.123361
49.0,0.089912
49.0,0.055943
49.0,0.093941
49.0,0.227926
49.0,0.182421
50.0,0.03414
50.0,0.086782
50.0,0.035017
50.0,0.257315
50.0,0.46985
50.0,0.401535
50.0,0.191931
50.0,0.195433
51.0,0.128128
51.0,0.0477
51.0,0.065014
51.0,0.150844
51.0,0.201368
51.0,0.149984
51.0,0.113669
51.0,0.18354
52.0,0.199842
52.0,0.207789
52.0,0.124555
52.0,0.127627
52.0,0.034169
52.0,0.100126
52.0,0.236865
52.0,0.120454
52.0,0.029244
53.0,0.05259
53.0,0.222939
53.0,0.202834
53.0,0.259596
53.0,0.241971
53.0,0.19591
53.0,0.184433
53.0,0.149617
54.0,0.038643
54.0,0.097358
54.0,0.173571
54.0,0.160483
54.0,0.074489
54.0,0.029286
54.0,0.037254
54.0,0.130446
55.0,0.226318
55.0,0.177276
55.0,0.145113
55.0,0.054537
55.0,0.022477
55.0,0.081471
55.0,0.140024
55.0,0.008946
56.0,0.078275
56.0,0.066958
56.0,0.060203
56.0,0.196165
56.0,0.233244
56.0,0.222465
56.0,0.058793
56.0,0.056319
57.0,0.052832
57.0,0.066047
57.0,0.043901
57.0,0.102216
57.0,0.056913
57.0,0.083244
57.0,0.107055
57.0,0.07099
57.0,0.194547
58.0,0.259563
58.0,0.154555
58.0,0.048716
58.0,0.03018
58.0,0.023491
58.0,0.093466
58.0,0.024355
58.0,0.063862
59.0,0.079867
59.0,0.085616
59.0,0.11331
59.0,0.193465
59.0,0.183392
59.0,0.020523
59.0,0.094156
59.0,0.129982
60.0,0.255628
60.0,0.139411
60.0,0.056526
60.0,0.016808
60.0,0.11463
60.0,0.114791
60.0,0.037579
60.0,0.115615
61.0,0.188594
61.0,0.080946
61.0,0.153668
61.0,0.190394
61.0,0.166958
61.0,0.112905
61.0,0.064006
61.0,0.087337
62.0,0.160569
62.0,0.117424
62.0,0.154213
62.0,0.168631
0.0,276.378082
0.0,118.473801
0.0,2.334047
0.0,3.094284
0.0,4.438685
0.0,1.713134
0.0,0.692715
0.0,2.341429
0.0,3.145954
1.0,4.924826
1.0,9.304462
1.0,9.184576
1.0,5.056939
1.0,11.351289
1.0,3.544077
1.0,6.270541
1.0,4.66236
2.0,4.594975
2.0,8.627505
2.0,7.030196
2.0,5.119516
2.0,8.115881
2.0,11.637733
2.0,11.802991
2.0,9.665937
3.0,6.982715
3.0,6.940002
3.0,8.898988
3.0,3.655697
3.0,2.328924
3.0,5.192859
3.0,3.942194
3.0,1.725342
4.0,6.106408
4.0,8.841398
4.0,8.864329
4.0,4.667068
4.0,7.563784
4.0,3.281737
4.0,1.3438
4.0,3.847517
5.0,2.051712
5.0,3.657652
5.0,3.941523
5.0,3.637876
5.0,5.327507
5.0,1.999792
5.0,3.906711
5.0,9.192827
5.0,5.554168
6.0,7.852719
6.0,5.935441
6.0,9.150838
6.0,5.105866
6.0,1.100258
6.0,5.041412
6.0,4.335615
6.0,4.111885
7.0,6.68853
7.0,7.485933
7.0,7.523223
7.0,11.61507
7.0,7.922787
7.0,2.211902
7.0,1.736852
7.0,5.851822
8.0,1.571986
8.0,4.765974
8.0,5.336392
8.0,2.280828
8.0,5.847144
8.0,9.51792
8.0,7.068749
8.0,3.047021
9.0,1.41808
9.0,4.133308
9.0,2.620787
9.0,3.541495
9.0,1.475759
9.0,3.382446
9.0,1.225505
9.0,5.959122
10.0,8.382317
10.0,6.621006
10.0,6.40343
10.0,3.244905
10.0,4.733484
10.0,4.051575
10.0,4.197121
10.0,5.178583
10.0,1.317005
11.0,1.154147
11.0,2.970858
11.0,4.147746
11.0,8.433543
11.0,8.77886
11.0,3.96328
11.0,1.28006
11.0,3.979321
12.0,3.476443
12.0,3.331384
12.0,4.389017
12.0,5.762041
12.0,1.82492
12.0,7.237843
12.0,6.893009
12.0,5.473314
13.0,2.217271
13.0,2.673894
13.0,2.587564
13.0,1.591031
13.0,1.46228
13.0,4.955574
13.0,5.819894
13.0,3.191443
14.0,3.005945
14.0,6.609344
14.0,6.982961
14.0,4.031553
14.0,2.743002
14.0,1.639253
14.0,2.600115
14.0,4.6737
15.0,6.099349
15.0,4.149509
15.0,1.496438
15.0,0.651592
15.0,3.60628
15.0,4.56484
15.0,4.394579
15.0,3.87949
15.0,4.633003
16.0,5.526312
16.0,2.644798
16.0,4.010506
16.0,2.755579
16.0,3.344834
16.0,2.301675
16.0,4.773279
16.0,4.542715
17.0,1.644408
17.0,2.131778
17.0,3.170089
17.0,5.287941
17.0,3.313007
17.0,2.721086
17.0,2.500351
17.0,4.035851
18.0,1.64422
18.0,2.917991
18.0,3.235813
18.0,1.590809
18.0,3.637255
18.0,4.229557
18.0,4.108725
18.0,2.892582
19.0,4.048156
19.0,4.259591
19.0,0.517476
19.0,0.569428
19.0,2.176041
19.0,1.223175
19.0,1.970053
19.0,1.451702
20.0,2.353474
20.0,5.682912
20.0,4.868344
20.0,2.559254
20.0,1.425556
20.0,1.169168
20.0,2.744408
20.0,1.564762
20.0,1.530696
21.0,2.485831
21.0,1.885495
21.0,3.807803
21.0,3.295005
21.0,2.312763
21.0,3.197577
21.0,1.792578
21.0,1.022109
22.0,0.671181
22.0,0.44812
22.0,3.774018
22.0,3.257327
22.0,0.865673
22.0,2.278287
22.0,1.874431
22.0,3.407215
23.0,2.904068
23.0,0.989598
23.0,0.700167
23.0,1.43437
23.0,2.659956
23.0,2.422596
23.0,2.242589
23.0,1.653453
24.0,0.695874
24.0,1.237782
24.0,3.623594
24.0,2.773216
24.0,1.124736
24.0,1.852805
24.0,0.733244
24.0,0.90797
25.0,2.539163
25.0,1.975017
25.0,1.794723
25.0,1.321005
25.0,0.960589
25.0,1.863848
25.0,1.338314
25.0,1.292607
26.0,1.746558
26.0,1.000184
26.0,1.42536
26.0,1.263604
26.0,1.462656
26.0,2.754471
26.0,0.858134
26.0,1.508498
26.0,1.020659
27.0,0.57697
27.0,0.97404
27.0,0.483831
27.0,1.119006
27.0,1.983317
27.0,1.726444
27.0,1.315828
27.0,0.971394
28.0,0.650022
28.0,0.871747
28.0,0.460199
28.0,1.307443
28.0,0.880106
28.0,0.719356
28.0,1.846541
28.0,1.379883
29.0,0.663371
29.0,0.934372
29.0,1.43695
29.0,0.988131
29.0,0.699984
29.0,0.492476
29.0,0.971791
29.0,0.769945
30.0,0.523931
30.0,1.505994
30.0,1.135572
30.0,1.0011
30.0,0.677959
30.0,0.834965
30.0,0.42831
30.0,0.408713
31.0,0.788833
31.0,0.962558
31.0,0.293387
31.0,0.401206
31.0,0.355304
31.0,0.728926
31.0,1.238859
31.0,1.012828
31.0,0.225342
32.0,0.153657
32.0,0.618403
32.0,0.6226
32.0,1.006333
32.0,0.799921
32.0,0.405697
32.0,0.267947
32.0,0.881078
33.0,0.548318
33.0,0.208131
33.0,0.124917
33.0,0.397915
33.0,0.193669
33.0,0.2665
33.0,0.879299
33.0,0.703842
34.0,0.436868
34.0,0.350278
34.0,0.832999
34.0,0.686979
34.0,0.440777
34.0,0.291479
34.0,0.162881
34.0,0.060165
35.0,0.657608
35.0,0.819768
35.0,0.457789
35.0,0.183811
35.0,0.151772
35.0,0.333261
35.0,0.098061
35.0,0.255441
36.0,0.204296
36.0,0.178584
36.0,0.397111
36.0,0.257424
36.0,0.512574
36.0,0.612851
36.0,0.497284
36.0,0.298585
36.0,0.356575
37.0,0.404889
37.0,0.334273
37.0,0.181115
37.0,0.489016
37.0,0.305052
37.0,0.393818
37.0,0.410079
37.0,0.292189
38.0,0.404242
38.0,0.28893
38.0,0.091793
38.0,0.113197
38.0,0.289691
38.0,0.248352
38.0,0.331692
38.0,0.26658
39.0,0.458421
39.0,0.353067
39.0,0.699903
39.0,0.348934
39.0,0.088462
39.0,0.098776
39.0,0.209143
39.0,0.149116
40.0,0.152956
40.0,0.15902
40.0,0.292608
40.0,0.353952
40.0,0.327758
40.0,0.151193
40.0,0.260557
40.0,0.482382
41.0,0.290683
41.0,0.15736
41.0,0.187442
41.0,0.09801
41.0,0.195798
41.0,0.246782
41.0,0.335398
41.0,0.266136
41.0,0.248164
42.0,0.375041
42.0,0.195545
42.0,0.173078
42.0,0.181059
42.0,0.30523
42.0,0.206678
42.0,0.10938
42.0,0.101485
43.0,0.247354
43.0,0.148674
43.0,0.302416
43.0,0.439298
43.0,0.165352
43.0,0.345219
43.0,0.471864
43.0,0.119691
44.0,0.030445
44.0,0.1641
44.0,0.095677
44.0,0.15484
44.0,0.270896
44.0,0.100708
44.0,0.124322
44.0,0.036394
45.0,0.129325
45.0,0.163459
45.0,0.36107
45.0,0.415319
45.0,0.154907
45.0,0.258345
45.0,0.27466
45.0,0.095849
46.0,0.151764
46.0,0.17974
46.0,0.037681
46.0,0.08197
46.0,0.113009
46.0,0.4388
46.0,0.426141
46.0,0.188023
46.0,0.166203
47.0,0.087317
47.0,0.26587
47.0,0.183296
47.0,0.068827
47.0,0.091149
47.0,0.113856
47.0,0.284166
47.0,0.315064
48.0,0.222663
48.0,0.116299
48.0,0.138984
48.0,0.098387
48.0,0.213627
48.0,0.119009
48.0,0.11521
48.0,0.227973
49.0,0.095839
49.0,0.099578
49.0,0.218424
49.0,0.160945
49.0,0.190241
49.0,0.127702
49.0,0.107097
49.0,0.140349
50.0,0.08063
50.0,0.144327
50.0,0.059187
50.0,0.105686
50.0,0.153919
50.0,0.037994
50.0,0.13671
50.0,0.146444
51.0,0.084708
51.0,0.103657
51.0,0.251264
51.0,0.044555
51.0,0.056104
51.0,0.132412
51.0,0.09437
51.0,0.063344
52.0,0.146456
52.0,0.137756
52.0,0.107881
52.0,0.070438
52.0,0.052714
52.0,0.039707
52.0,0.196575
52.0,0.18236
52.0,0.093307
53.0,0.136236
53.0,0.122815
53.0,0.150484
53.0,0.139899
53.0,0.088646
53.0,0.037741
53.0,0.021959
53.0,0.039363
54.0,0.086415
54.0,0.172436
54.0,0.115072
54.0,0.145145
54.0,0.045482
54.0,0.101144
54.0,0.166834
54.0,0.042761
55.0,0.055768
55.0,0.019266
55.0,0.217971
55.0,0.164387
55.0,0.100239
55.0,0.119327
55.0,0.128567
55.0,0.085293
56.0,0.275749
56.0,0.283852
56.0,0.103668
56.0,0.057899
56.0,0.177069
56.0,0.176229
56.0,0.079278
56.0,0.081948
57.0,0.084101
57.0,0.166149
57.0,0.163441
57.0,0.053263
57.0,0.081291
57.0,0.052447
57.0,0.074198
57.0,0.074714
57.0,0.173706
58.0,0.087021
58.0,0.092219
58.0,0.098306
58.0,0.149732
58.0,0.132619
58.0,0.141545
58.0,0.086794
58.0,0.099313
59.0,0.130764
59.0,0.090829
59.0,0.124441
59.0,0.205208
59.0,0.182633
59.0,0.072342
59.0,0.102762
59.0,0.234894
60.0,0.317875
60.0,0.171806
60.0,0.066985
60.0,0.097856
60.0,0.143422
60.0,0.081544
60.0,0.072363
60.0,0.094251
61.0,0.103479
61.0,0.081015
61.0,0.097733
61.0,0.16474
61.0,0.167653
61.0,0.116652
61.0,0.1091
61.0,0.084047
62.0,0.151053
62.0,0.128961
62.0,0.048466
62.0,0.055909
0.0,275.766174
0.0,119.193588
0.0,1.796406
0.0,1.033442
0.0,4.231659
0.0,3.293923
0.0,0.920838
0.0,1.109986
0.0,4.272417
1.0,4.298232
1.0,4.107486
1.0,5.754662
1.0,9.205372
1.0,5.050167
1.0,5.12185
1.0,9.047584
1.0,11.820183
2.0,13.594219
2.0,9.752656
2.0,10.115142
2.0,3.79394
2.0,7.177091
2.0,5.186177
2.0,8.234154
2.0,12.511797
3.0,7.74684
3.0,3.858235
3.0,3.14354
3.0,8.293374
3.0,11.269077
3.0,8.334771
3.0,6.134852
3.0,1.045261
4.0,2.540106
4.0,4.294977
4.0,7.584809
4.0,6.388191
4.0,4.143106
4.0,5.642482
4.0,6.884519
4.0,6.374702
5.0,5.462157
5.0,5.731983
5.0,4.330093
5.0,5.775626
5.0,6.501916
5.0,3.441422
5.0,5.048016
5.0,5.051174
5.0,5.939638
6.0,0.50788
6.0,3.548931
6.0,2.458117
6.0,3.928977
6.0,2.125866
6.0,4.945263
6.0,2.641846
6.0,3.61204
7.0,11.187847
7.0,17.720476
7.0,7.009345
7.0,4.29005
7.0,6.648929
7.0,4.352174
7.0,5.729028
7.0,3.146515
8.0,1.085892
8.0,7.246173
8.0,2.855464
8.0,2.786252
8.0,2.163335
8.0,5.270704
8.0,3.176812
8.0,3.414076
9.0,7.005488
9.0,9.619766
9.0,8.437717
9.0,4.095569
9.0,2.864573
9.0,2.21172
9.0,5.26004
9.0,3.474339
10.0,5.696522
10.0,6.076278
10.0,5.985274
10.0,2.207496
10.0,2.999866
10.0,4.246925
10.0,5.578212
10.0,5.892328
10.0,3.72013
11.0,1.625849
11.0,6.483857
11.0,7.28726
11.0,5.408792
11.0,4.800865
11.0,0.541624
11.0,7.97778
11.0,8.199655
12.0,6.306612
12.0,3.673383
12.0,2.768116
12.0,2.76957
12.0,5.598273
12.0,7.764055
12.0,3.543963
12.0,2.025466
13.0,5.114169
13.0,3.90033
13.0,3.228634
13.0,3.102539
13.0,3.636405
13.0,1.96204
13.0,2.147317
13.0,3.798384
14.0,3.498427
14.0,3.686024
14.0,6.526197
14.0,7.877404
14.0,4.870067
14.0,3.731078
14.0,5.83441
14.0,1.662879
15.0,5.505797
15.0,4.043209
15.0,1.243394
15.0,4.198693
15.0,1.118048
15.0,1.55204
15.0,0.560911
15.0,2.161573
15.0,3.081343
16.0,2.028351
16.0,7.500016
16.0,7.390351
16.0,5.539085
16.0,3.609923
16.0,1.708054
16.0,2.33019
16.0,4.082193
17.0,3.309876
17.0,2.447595
17.0,5.389901
17.0,4.162413
17.0,1.822673
17.0,2.231086
17.0,2.401848
17.0,3.105583
18.0,4.11858
18.0,1.040956
18.0,2.227741
18.0,5.950496
18.0,5.273757
18.0,2.093776
18.0,0.919868
18.0,1.706394
19.0,4.109982
19.0,4.217719
19.0,2.990966
19.0,3.365996
19.0,2.336846
19.0,0.516331
19.0,3.50863
19.0,4.417502
20.0,1.482084
20.0,1.547055
20.0,3.332178
20.0,1.577803
20.0,3.784633
20.0,3.17432
20.0,3.054586
20.0,0.41064
20.0,3.135267
21.0,1.729039
21.0,2.803381
21.0,2.54005
21.0,2.21394
21.0,3.378139
21.0,2.930411
21.0,2.791239
21.0,3.343424
22.0,1.30623
22.0,4.099672
22.0,2.355437
22.0,1.179885
22.0,0.609566
22.0,0.575884
22.0,1.234527
22.0,0.856907
23.0,1.933554
23.0,2.627967
23.0,2.180705
23.0,4.096209
23.0,3.602623
23.0,2.606716
23.0,1.526137
23.0,1.747459
24.0,0.411263
24.0,1.771749
24.0,2.009568
24.0,1.664648
24.0,3.089472
24.0,1.292789
24.0,1.074108
24.0,0.400012
25.0,1.244535
25.0,1.722438
25.0,2.450039
25.0,0.818715
25.0,1.47769
25.0,2.721701
25.0,2.733033
25.0,0.865027
26.0,0.956397
26.0,1.42464
26.0,1.595663
26.0,1.107037
26.0,1.503435
26.0,2.144395
26.0,1.223181
26.0,0.17688
26.0,1.244636
27.0,1.763784
27.0,1.020461
27.0,0.477932
27.0,0.67324
27.0,1.768024
27.0,1.654103
27.0,1.632633
27.0,0.775172
28.0,0.812521
28.0,1.775747
28.0,0.727859
28.0,1.059605
28.0,0.984889
28.0,1.00556
28.0,0.953037
28.0,1.1356
29.0,1.18531
29.0,1.029635
29.0,0.393023
29.0,1.613067
29.0,0.457672
29.0,0.868736
29.0,0.480255
29.0,0.168631
30.0,0.392136
30.0,0.628378
30.0,0.913302
30.0,1.278466
30.0,1.162238
30.0,0.949589
30.0,1.213487
30.0,0.697163
31.0,0.924464
31.0,0.573279
31.0,0.242745
31.0,0.436635
31.0,0.567961
31.0,0.512798
31.0,0.856066
31.0,0.265237
31.0,0.416045
32.0,0.494799
32.0,0.302995
32.0,0.659468
32.0,1.186227
32.0,0.886017
32.0,0.549078
32.0,0.826429
32.0,0.403323
33.0,0.174544
33.0,0.733257
33.0,0.601373
33.0,0.173678
33.0,0.426767
33.0,0.827796
33.0,0.921216
33.0,0.596899
34.0,0.291032
34.0,0.244597
34.0,0.595527
34.0,0.413587
34.0,0.083306
34.0,0.283713
34.0,0.563677
34.0,0.357455
35.0,0.398403
35.0,0.054833
35.0,0.560269
35.0,0.50871
35.0,0.153413
35.0,0.064792
35.0,0.570757
35.0,0.426432
36.0,0.306126
36.0,0.578362
36.0,0.334691
36.0,0.195011
36.0,0.079915
36.0,0.32428
36.0,0.035093
36.0,0.445692
36.0,0.443564
37.0,0.13024
37.0,0.431851
37.0,0.326845
37.0,0.353109
37.0,0.523519
37.0,0.272656
37.0,0.408962
37.0,0.491569
38.0,0.193349
38.0,0.375224
38.0,0.27346
38.0,0.133223
38.0,0.179904
38.0,0.295577
38.0,0.184485
38.0,0.177621
39.0,0.201986
39.0,0.24476
39.0,0.436824
39.0,0.109963
39.0,0.343343
39.0,0.422853
39.0,0.324871
39.0,0.134109
40.0,0.181239
40.0,0.033586
40.0,0.032494
40.0,0.198528
40.0,0.098393
40.0,0.257575
40.0,0.301778
40.0,0.237698
41.0,0.128997
41.0,0.116678
41.0,0.091849
41.0,0.169063
41.0,0.270811
41.0,0.123283
41.0,0.096175
41.0,0.139734
41.0,0.184709
42.0,0.318007
42.0,0.148591
42.0,0.200413
42.0,0.383034
42.0,0.339067
42.0,0.070514
42.0,0.30346
42.0,0.25244
43.0,0.234062
43.0,0.149831
43.0,0.045439
43.0,0.087948
43.0,0.076944
43.0,0.296699
43.0,0.272614
43.0,0.237521
44.0,0.125695
44.0,0.415756
44.0,0.179284
44.0,0.29478
44.0,0.206288
44.0,0.145988
44.0,0.28388
44.0,0.068176
45.0,0.161329
45.0,0.165335
45.0,0.135627
45.0,0.132396
45.0,0.237351
45.0,0.246508
45.0,0.221916
45.0,0.12907
46.0,0.150142
46.0,0.274724
46.0,0.333728
46.0,0.072338
46.0,0.159992
46.0,0.183975
46.0,0.340384
46.0,0.321878
46.0,0.328844
47.0,0.169077
47.0,0.195236
47.0,0.197191
47.0,0.109899
47.0,0.06495
47.0,0.126116
47.0,0.328638
47.0,0.348648
48.0,0.284072
48.0,0.19221
48.0,0.069172
48.0,0.194588
48.0,0.147385
48.0,0.253678
48.0,0.317429
48.0,0.171624
49.0,0.175939
49.0,0.069703
49.0,0.225616
49.0,0.051742
49.0,0.267187
49.0,0.170439
49.0,0.18582
49.0,0.157879
50.0,0.222134
50.0,0.256133
50.0,0.151532
50.0,0.139677
50.0,0.132559
50.0,0.013795
50.0,0.108686
50.0,0.102934
51.0,0.223053
51.0,0.182652
51.0,0.12448
51.0,0.033416
51.0,0.249604
51.0,0.450532
51.0,0.189887
51.0,0.06778
52.0,0.060855
52.0,0.204986
52.0,0.245109
52.0,0.231129
52.0,0.117555
52.0,0.101999
52.0,0.185744
52.0,0.118207
52.0,0.092823
53.0,0.085497
53.0,0.131423
53.0,0.170756
53.0,0.101694
53.0,0.253733
53.0,0.183549
53.0,0.196845
53.0,0.192768
54.0,0.029002
54.0,0.170042
54.0,0.179814
54.0,0.13152
54.0,0.1296
54.0,0.192741
54.0,0.077674
54.0,0.086798
55.0,0.119648
55.0,0.04445
55.0,0.110056
55.0,0.068375
55.0,0.100624
55.0,0.158416
55.0,0.084511
55.0,0.145838
56.0,0.267324
56.0,0.082796
56.0,0.164758
56.0,0.112546
56.0,0.154307
56.0,0.074993
56.0,0.073193
56.0,0.101963
57.0,0.245579
57.0,0.212659
57.0,0.062792
57.0,0.09997
57.0,0.190927
57.0,0.243934
57.0,0.118846
57.0,0.035378
57.0,0.069088
58.0,0.208684
58.0,0.165025
58.0,0.076462
58.0,0.089197
58.0,0.157167
58.0,0.250889
58.0,0.311868
58.0,0.189705
59.0,0.113639
59.0,0.214685
59.0,0.202654
59.0,0.142924
59.0,0.15651
59.0,0.068683
59.0,0.197414
59.0,0.035744
60.0,0.297076
60.0,0.228307
60.0,0.033063
60.0,0.02209
60.0,0.078689
60.0,0.288693
60.0,0.301153
60.0,0.165792
61.0,0.10078
61.0,0.042346
61.0,0.139196
61.0,0.304436
61.0,0.203748
61.0,0.120682
61.0,0.115624
61.0,0.175863
62.0,0.092609
62.0,0.184116
62.0,0.096194
62.0,0.166894
0.0,275.397827
0.0,116.930733
0.0,1.976859
0.0,2.882832
0.0,3.384605
0.0,1.974508
0.0,1.494497
0.0,0.686288
0.0,1.333894
1.0,0.765943
1.0,3.344551
1.0,8.492347
1.0,11.652343
1.0,16.349161
1.0,8.129069
1.0,8.099519
1.0,2.784396
2.0,3.416754
2.0,1.467777
2.0,5.807976
2.0,5.861463
2.0,2.459333
2.0,2.616154
2.0,9.138655
2.0,15.81459
3.0,14.087953
3.0,8.153058
3.0,1.408276
3.0,6.745962
3.0,5.729345
3.0,3.199574
3.0,1.709955
3.0,7.9062
4.0,5.722406
4.0,4.293816
4.0,2.026699
4.0,9.751094
4.0,10.744064
4.0,3.286825
4.0,2.606165
4.0,1.286495
5.0,2.940287
5.0,2.503307
5.0,0.401275
5.0,3.805099
5.0,2.827153
5.0,3.407917
5.0,4.370414
5.0,3.730996
5.0,11.7699
6.0,8.303201
6.0,1.070634
6.0,6.318158
6.0,5.24928
6.0,1.793694
6.0,4.994986
6.0,4.959729
6.0,8.757016
7.0,6.668036
7.0,2.293489
7.0,6.748076
7.0,6.837111
7.0,9.301322
7.0,6.391934
7.0,5.634288
7.0,6.80754
8.0,3.289839
8.0,2.305603
8.0,8.374348
8.0,8.583323
8.0,5.960109
8.0,5.96487
8.0,2.336319
8.0,4.242674
9.0,5.755614
9.0,2.06625
9.0,0.933018
9.0,3.019573
9.0,5.459062
9.0,0.9784
9.0,3.933996
9.0,6.943093
10.0,8.796214
10.0,5.713783
10.0,2.805132
10.0,4.140871
10.0,5.810749
10.0,2.743324
10.0,1.839309
10.0,3.813664
10.0,2.928398
11.0,0.678122
11.0,2.599981
11.0,7.474913
11.0,9.629673
11.0,7.644799
11.0,4.724518
11.0,2.361454
11.0,4.890459
12.0,4.823355
12.0,2.386024
12.0,5.518108
12.0,1.597761
12.0,2.82101
12.0,2.138449
12.0,5.617599
12.0,7.499834
13.0,8.474989
13.0,4.102383
13.0,0.339452
13.0,1.385433
13.0,3.021571
13.0,3.732188
13.0,2.072325
13.0,4.172625
14.0,0.292361
14.0,4.293677
14.0,4.165712
14.0,8.151765
14.0,6.084148
14.0,5.560862
14.0,2.597467
14.0,1.846613
15.0,1.92673
15.0,1.854036
15.0,3.280774
15.0,2.490617
15.0,1.613607
15.0,2.057667
15.0,3.571623
15.0,4.929236
15.0,9.980059
16.0,4.46687
16.0,3.552084
16.0,0.729568
16.0,3.199143
16.0,2.731913
16.0,3.202667
16.0,2.048172
16.0,1.604276
17.0,2.561048
17.0,1.348069
17.0,5.111562
17.0,4.879295
17.0,5.476197
17.0,2.703418
17.0,3.576713
17.0,2.135312
18.0,3.648499
18.0,2.952095
18.0,3.280566
18.0,1.550588
18.0,2.686482
18.0,3.672713
18.0,2.421434
18.0,4.863994
19.0,4.450638
19.0,1.695859
19.0,0.307022
19.0,2.031838
19.0,2.251631
19.0,2.737838
19.0,2.914647
19.0,2.735183
20.0,2.4442
20.0,5.133332
20.0,1.950864
20.0,3.76597
20.0,4.6409
20.0,1.512936
20.0,1.778962
20.0,1.079749
20.0,2.035769
21.0,1.351828
21.0,2.001001
21.0,3.108269
21.0,1.768985
21.0,1.892069
21.0,4.067659
21.0,2.005332
21.0,3.846582
22.0,2.86101
22.0,0.337859
22.0,2.327173
22.0,0.560891
22.0,1.488532
22.0,2.222876
22.0,0.913343
22.0,3.038605
23.0,2.975316
23.0,1.879168
23.0,2.321358
23.0,2.302196
23.0,2.723148
23.0,1.55275
23.0,1.360346
23.0,2.309346
24.0,0.98871
24.0,1.353708
24.0,2.205508
24.0,1.61307
24.0,2.901914
24.0,3.638935
24.0,0.723915
24.0,1.383734
25.0,2.046557
25.0,1.020255
25.0,1.260076
25.0,0.849696
25.0,1.25793
25.0,0.841745
25.0,1.860672
25.0,1.567505
26.0,1.949144
26.0,2.853641
26.0,2.335531
26.0,0.988374
26.0,2.299896
26.0,1.132334
26.0,0.713566
26.0,1.034284
26.0,0.543139
27.0,0.442792
27.0,0.587287
27.0,1.509741
27.0,2.08799
27.0,1.056129
27.0,1.565701
27.0,0.743595
27.0,1.471897
28.0,1.991627
28.0,0.735195
28.0,0.803114
28.0,0.255616
28.0,0.522896
28.0,0.648771
28.0,0.452721
28.0,1.339714
29.0,2.133498
29.0,1.115371
29.0,0.183665
29.0,0.067617
29.0,0.952343
29.0,1.532202
29.0,0.37242
29.0,0.323397
30.0,0.592029
30.0,0.80624
30.0,0.718504
30.0,0.583929
30.0,0.842922
30.0,1.453416
30.0,0.49046
30.0,1.142472
31.0,1.431826
31.0,0.721038
31.0,0.9622
31.0,0.647044
31.0,0.461055
31.0,0.67911
31.0,0.81161
31.0,0.289574
31.0,0.570951
32.0,0.536876
32.0,0.839899
32.0,0.134865
32.0,1.142866
32.0,1.176267
32.0,0.641332
32.0,0.197789
32.0,0.742386
33.0,0.858501
33.0,0.57724
33.0,0.689495
33.0,0.551857
33.0,0.285751
33.0,0.31713
33.0,0.47216
33.0,0.503053
34.0,0.944297
34.0,0.752931
34.0,0.205477
34.0,0.469481
34.0,0.736134
34.0,0.715794
34.0,0.320368
34.0,0.403894
35.0,0.455517
35.0,0.176617
35.0,0.360964
35.0,0.398383
35.0,0.533989
35.0,0.580761
35.0,0.460402
35.0,0.146134
36.0,0.502346
36.0,0.678111
36.0,0.428868
36.0,0.168749
36.0,0.238617
36.0,0.281727
36.0,0.121762
36.0,0.374654
36.0,0.430981
37.0,0.146666
37.0,0.121818
37.0,0.279507
37.0,0.287885
37.0,0.169006
37.0,0.233104
37.0,0.465811
37.0,0.420897
38.0,0.205046
38.0,0.385828
38.0,0.098733
38.0,0.118109
38.0,0.253451
38.0,0.344251
38.0,0.11121
38.0,0.354987
39.0,0.469114
39.0,0.245185
39.0,0.272579
39.0,0.303272
39.0,0.142418
39.0,0.012457
39.0,0.057623
39.0,0.157725
40.0,0.397968
40.0,0.209067
40.0,0.105776
40.0,0.299074
40.0,0.59181
40.0,0.39303
40.0,0.213018
40.0,0.451875
41.0,0.343886
41.0,0.099625
41.0,0.150507
41.0,0.245576
41.0,0.198974
41.0,0.202988
41.0,0.157051
41.0,0.209058
41.0,0.356634
42.0,0.303296
42.0,0.104948
42.0,0.371789
42.0,0.581035
42.0,0.28683
42.0,0.210709
42.0,0.137137
42.0,0.224555
43.0,0.316736
43.0,0.132882
43.0,0.28438
43.0,0.221701
43.0,0.166224
43.0,0.220445
43.0,0.215214
43.0,0.396572
44.0,0.453814
44.0,0.135416
44.0,0.18312
44.0,0.330155
44.0,0.187129
44.0,0.246324
44.0,0.287013
44.0,0.173955
45.0,0.313694
45.0,0.190107
45.0,0.301796
45.0,0.384134
45.0,0.297992
45.0,0.296906
45.0,0.136878
45.0,0.236657
46.0,0.319163
46.0,0.303825
46.0,0.10791
46.0,0.262146
46.0,0.218911
46.0,0.077575
46.0,0.034323
46.0,0.321318
46.0,0.38256
47.0,0.17611
47.0,0.106766
47.0,0.13665
47.0,0.143557
47.0,0.137954
47.0,0.177608
47.0,0.170587
47.0,0.245002
48.0,0.279216
48.0,0.161143
48.0,0.222262
48.0,0.19745
48.0,0.154244
48.0,0.071912
48.0,0.067022
48.0,0.218227
49.0,0.02889
49.0,0.102516
49.0,0.241799
49.0,0.343265
49.0,0.210802
49.0,0.154878
49.0,0.033724
49.0,0.122611
50.0,0.084649
50.0,0.117822
50.0,0.104474
50.0,0.147204
50.0,0.129987
50.0,0.104775
50.0,0.140544
50.0,0.032107
51.0,0.208737
