Frequency (Hz),Magnitude
15.0,5.143068
15.0,3.06043
15.0,1.772792
15.0,2.64891
15.0,2.014833
15.0,1.963013
15.0,2.162854
15.0,3.227184
16.0,3.007849
16.0,1.660586
16.0,0.227028
16.0,6.335063
16.0,7.605966
16.0,3.717422
16.0,1.285396
16.0,1.790328
17.0,1.100516
17.0,1.542355
17.0,2.247974
17.0,3.776314
17.0,2.0558
17.0,3.439448
17.0,2.754082
17.0,2.088014
18.0,4.44723
18.0,5.006871
18.0,3.053274
18.0,2.823222
18.0,2.588403
18.0,1.476642
18.0,3.674067
18.0,2.76929
19.0,2.061452
19.0,2.560818
19.0,3.275576
19.0,2.36269
19.0,1.694598
19.0,0.987908
19.0,3.020795
19.0,4.076189
20.0,3.963219
20.0,1.652624
20.0,2.357459
20.0,4.025416
20.0,1.333578
20.0,1.337689
20.0,3.28616
20.0,2.657654
20.0,1.485654
21.0,3.409835
21.0,1.553954
21.0,2.75005
21.0,2.441723
21.0,2.167472
21.0,2.11528
21.0,1.582244
21.0,3.333022
22.0,3.413179
22.0,2.923307
22.0,2.346968
22.0,0.423332
22.0,2.564256
22.0,2.83775
22.0,0.979823
22.0,1.030313
23.0,0.171937
23.0,1.880023
23.0,2.6597
23.0,0.795542
23.0,3.293629
23.0,2.963112
23.0,2.659811
23.0,1.295208
24.0,0.930629
24.0,1.646304
24.0,1.144896
24.0,0.509882
24.0,0.951947
24.0,0.54516
24.0,1.835018
24.0,2.290099
25.0,0.798574
25.0,1.776816
25.0,2.074395
25.0,3.20647
25.0,1.945411
25.0,0.396538
25.0,0.873926
25.0,1.239892
26.0,0.633836
26.0,1.297684
26.0,0.650812
26.0,1.144008
26.0,1.331954
26.0,0.2806
26.0,0.091676
26.0,2.161602
26.0,3.122869
27.0,1.259207
27.0,0.415329
27.0,1.024487
27.0,0.996278
27.0,0.48223
27.0,0.210079
27.0,0.426138
27.0,0.180433
28.0,1.273436
28.0,1.018345
28.0,0.718681
28.0,1.486215
28.0,1.691946
28.0,0.895199
28.0,1.090831
28.0,1.373955
29.0,0.609911
29.0,1.02934
29.0,0.481054
29.0,0.603042
29.0,0.702513
29.0,1.148986
29.0,1.094112
29.0,0.909303
30.0,0.816508
30.0,1.164999
30.0,0.944788
30.0,0.74045
30.0,0.287444
30.0,0.917411
30.0,1.018585
30.0,0.189849
31.0,0.704025
31.0,0.310821
31.0,0.454878
31.0,0.409489
31.0,0.742415
31.0,0.721659
31.0,0.915908
31.0,0.520611
31.0,0.241491
32.0,0.434587
32.0,0.412933
32.0,0.690495
32.0,0.663223
32.0,0.452656
32.0,0.210889
32.0,0.390818
32.0,0.521979
33.0,0.700356
33.0,0.765905
33.0,0.666655
33.0,0.075252
33.0,0.218258
33.0,0.402107
33.0,0.212726
33.0,0.516909
34.0,0.531808
34.0,0.361842
34.0,0.292595
34.0,0.417884
34.0,0.335491
34.0,0.338614
34.0,0.39818
34.0,0.35737
35.0,0.381812
35.0,0.161522
35.0,0.488772
35.0,0.184102
35.0,0.649076
35.0,0.330436
35.0,0.518701
35.0,0.319184
36.0,0.449405
36.0,0.407087
36.0,0.427173
36.0,0.351878
36.0,0.627409
36.0,0.215349
36.0,0.174248
36.0,0.305979
36.0,0.281498
37.0,0.133491
37.0,0.349982
37.0,0.535071
37.0,0.322443
37.0,0.147912
37.0,0.221617
37.0,0.207673
37.0,0.112909
38.0,0.138935
38.0,0.16445
38.0,0.376066
38.0,0.169906
38.0,0.303472
38.0,0.152776
38.0,0.374159
38.0,0.222865
39.0,0.304329
39.0,0.415773
39.0,0.429378
39.0,0.201944
39.0,0.27418
39.0,0.294873
39.0,0.125817
39.0,0.114126
40.0,0.218652
40.0,0.254412
40.0,0.372373
40.0,0.297692
40.0,0.207211
40.0,0.415032
40.0,0.300277
40.0,0.335952
41.0,0.355792
41.0,0.431231
41.0,0.486698
41.0,0.462753
41.0,0.408535
41.0,0.257915
41.0,0.360974
41.0,0.382585
41.0,0.258176
42.0,0.188428
42.0,0.264815
42.0,0.28345
42.0,0.243569
42.0,0.4044
42.0,0.41303
42.0,0.387968
42.0,0.229135
43.0,0.24473
43.0,0.157907
43.0,0.26361
43.0,0.364063
43.0,0.304574
43.0,0.30535
43.0,0.157804
43.0,0.153016
44.0,0.33995
44.0,0.173342
44.0,0.196103
44.0,0.197424
44.0,0.29878
44.0,0.589719
44.0,0.468719
44.0,0.432211
45.0,0.434773
45.0,0.595043
45.0,0.518113
45.0,0.317232
45.0,0.149645
45.0,0.206602
45.0,0.263316
45.0,0.255108
46.0,0.316521
46.0,0.157006
46.0,0.047479
46.0,0.164186
46.0,0.23646
46.0,0.260132
46.0,0.087258
46.0,0.261449
46.0,0.511888
47.0,0.52771
47.0,0.22989
47.0,0.193652
47.0,0.302432
47.0,0.381734
47.0,0.214444
47.0,0.092823
47.0,0.333547
48.0,0.221058
48.0,0.236807
48.0,0.205018
48.0,0.174657
48.0,0.161848
48.0,0.242484
48.0,0.295124
48.0,0.148711
49.0,0.139738
49.0,0.180511
49.0,0.112906
49.0,0.205639
49.0,0.072934
49.0,0.32931
49.0,0.348773
49.0,0.051429
50.0,0.272355
50.0,0.187773
50.0,0.188439
50.0,0.251078
50.0,0.179268
50.0,0.066825
50.0,0.088255
50.0,0.246205
51.0,0.244879
51.0,0.150953
51.0,0.121105
51.0,0.269473
51.0,0.152144
51.0,0.126841
51.0,0.102033
51.0,0.171642
52.0,0.223918
52.0,0.141069
52.0,0.112344
52.0,0.108784
52.0,0.086698
52.0,0.162414
52.0,0.219894
52.0,0.216841
52.0,0.103245
53.0,0.083371
53.0,0.030126
53.0,0.259697
53.0,0.187334
53.0,0.106106
53.0,0.127703
53.0,0.133014
53.0,0.271574
54.0,0.344903
54.0,0.233839
54.0,0.162116
54.0,0.148086
54.0,0.135772
54.0,0.202303
54.0,0.146345
54.0,0.137173
55.0,0.159842
55.0,0.223263
55.0,0.236717
55.0,0.163072
55.0,0.095104
55.0,0.104945
55.0,0.211855
55.0,0.280512
56.0,0.218601
56.0,0.092116
56.0,0.110008
56.0,0.129978
56.0,0.097438
56.0,0.091902
56.0,0.23653
56.0,0.234372
57.0,0.090074
57.0,0.081544
57.0,0.192826
57.0,0.182007
57.0,0.085101
57.0,0.125897
57.0,0.187665
57.0,0.160536
57.0,0.096862
58.0,0.173791
58.0,0.306798
58.0,0.358786
58.0,0.288053
58.0,0.276708
58.0,0.297625
58.0,0.272767
58.0,0.158874
59.0,0.247006
59.0,0.227084
59.0,0.234994
59.0,0.225831
59.0,0.132452
59.0,0.12794
59.0,0.249556
59.0,0.243228
60.0,0.107206
60.0,0.236354
60.0,0.208682
60.0,0.104894
60.0,0.083899
60.0,0.108343
60.0,0.105039
60.0,0.071002
61.0,0.020537
61.0,0.067486
61.0,0.191478
61.0,0.262591
61.0,0.153498
61.0,0.03908
61.0,0.088756
61.0,0.222786
62.0,0.221307
62.0,0.170414
62.0,0.016881
62.0,0.261748
0.0,275.654114
0.0,118.453697
0.0,1.53487
0.0,0.968891
0.0,1.568635
0.0,2.801368
0.0,1.58285
0.0,1.49826
0.0,3.854777
1.0,3.329335
1.0,1.582852
1.0,2.515282
1.0,10.410507
1.0,4.897547
1.0,8.63883
1.0,12.743083
1.0,11.218965
2.0,10.633482
2.0,9.432007
2.0,5.667859
2.0,7.752465
2.0,7.077385
2.0,11.396139
2.0,5.736944
2.0,6.423836
3.0,2.117374
3.0,7.647316
3.0,12.106397
3.0,6.031088
3.0,3.791375
3.0,2.962091
3.0,8.084829
3.0,13.217182
4.0,4.920465
4.0,4.798817
4.0,3.827944
4.0,5.046035
4.0,3.242097
4.0,4.962303
4.0,5.513664
4.0,2.668097
5.0,2.303963
5.0,3.779584
5.0,4.491726
5.0,7.070433
5.0,4.943143
5.0,7.830364
5.0,8.465197
5.0,6.022945
5.0,2.136439
6.0,2.223368
6.0,6.772231
6.0,7.148168
6.0,3.781412
6.0,2.089033
6.0,1.699813
6.0,5.696596
6.0,5.207119
7.0,2.937073
7.0,10.112913
7.0,4.323084
7.0,6.885469
7.0,7.993625
7.0,11.905524
7.0,12.135843
7.0,6.838858
8.0,2.614011
8.0,2.573922
8.0,1.405672
8.0,4.235678
8.0,2.866557
8.0,3.844671
8.0,3.487712
8.0,3.968235
9.0,1.206809
9.0,3.504255
9.0,3.312569
9.0,2.322544
9.0,8.358738
9.0,10.180385
9.0,5.714476
9.0,1.619877
10.0,1.503619
10.0,2.877337
10.0,5.188438
10.0,5.607748
10.0,3.216748
10.0,3.96354
10.0,0.975349
10.0,2.060818
10.0,7.537914
11.0,9.274853
11.0,3.319884
11.0,3.565141
11.0,3.565186
11.0,5.513538
11.0,2.876331
11.0,1.713842
11.0,1.721231
12.0,5.399268
12.0,5.266143
12.0,7.019744
12.0,5.183653
12.0,3.396928
12.0,1.46318
12.0,5.791526
12.0,5.862988
13.0,6.069939
13.0,5.273645
13.0,3.235536
13.0,3.824846
13.0,6.992345
13.0,4.294689
13.0,3.727086
13.0,2.841825
14.0,0.891801
14.0,4.111752
14.0,5.536161
14.0,2.053983
14.0,0.508764
14.0,1.215493
14.0,0.253793
14.0,5.339983
15.0,4.746852
15.0,3.093263
15.0,6.106567
15.0,6.873252
15.0,4.414189
15.0,4.746903
15.0,5.410015
15.0,2.672109
15.0,2.692853
16.0,1.647567
16.0,3.128131
16.0,1.658372
16.0,3.20621
16.0,2.645269
16.0,2.901978
16.0,3.911967
16.0,2.023475
17.0,2.700291
17.0,3.780607
17.0,4.246978
17.0,6.731266
17.0,5.24401
17.0,0.902091
17.0,1.60917
17.0,3.972036
18.0,4.516027
18.0,1.458864
18.0,0.349413
18.0,2.829407
18.0,3.339558
18.0,2.60867
18.0,3.96636
18.0,2.715031
19.0,0.965374
19.0,3.164746
19.0,4.391515
19.0,1.168183
19.0,1.860785
19.0,2.363921
19.0,2.357643
19.0,3.867659
20.0,4.263724
20.0,2.930826
20.0,0.558608
20.0,1.180432
20.0,2.522956
20.0,3.507104
20.0,5.185299
20.0,2.910676
20.0,1.957303
21.0,0.711284
21.0,0.864769
21.0,3.074986
21.0,2.760998
21.0,1.567095
21.0,1.451806
21.0,2.929982
21.0,3.394517
22.0,1.638353
22.0,1.609086
22.0,0.818534
22.0,2.612856
22.0,2.903886
22.0,2.555864
22.0,1.112751
22.0,0.381251
23.0,2.129535
23.0,3.306468
23.0,2.639668
23.0,3.459742
23.0,1.305195
23.0,0.231778
23.0,1.649228
23.0,2.03044
24.0,1.181317
24.0,1.910509
24.0,1.367998
24.0,0.557419
24.0,0.954208
24.0,1.67373
24.0,0.707866
24.0,2.723435
25.0,1.192605
25.0,1.620417
25.0,3.239826
25.0,2.307855
25.0,1.100614
25.0,0.930975
25.0,1.294387
25.0,0.700982
26.0,0.942229
26.0,0.847621
26.0,1.45371
26.0,2.621973
26.0,1.07052
26.0,0.23517
26.0,1.300485
26.0,0.826241
26.0,0.734076
27.0,1.317651
27.0,1.342515
27.0,0.483736
27.0,0.86111
27.0,1.359493
27.0,1.17307
27.0,1.15679
27.0,0.598489
28.0,1.728899
28.0,1.893657
28.0,0.747664
28.0,1.207894
28.0,1.53197
28.0,0.838649
28.0,0.186076
28.0,0.279706
29.0,1.131221
29.0,0.959996
29.0,0.633276
29.0,0.263711
29.0,1.387769
29.0,1.59992
29.0,0.033805
29.0,0.348849
30.0,0.21102
30.0,0.857983
30.0,1.280592
30.0,1.139439
30.0,0.395187
30.0,0.32037
30.0,0.762624
30.0,1.145126
31.0,1.56469
31.0,1.639614
31.0,0.327395
31.0,0.344501
31.0,0.399188
31.0,0.50135
31.0,0.331907
31.0,0.149972
31.0,0.727628
32.0,0.607592
32.0,0.438689
32.0,0.384071
32.0,0.409484
32.0,0.28744
32.0,0.238285
32.0,0.890834
32.0,0.987651
33.0,0.731443
33.0,0.400554
33.0,0.03309
33.0,0.680619
33.0,0.623855
33.0,0.55451
33.0,0.727026
33.0,0.395769
34.0,0.320998
34.0,0.176831
34.0,0.140205
34.0,0.220217
34.0,0.088652
34.0,0.106899
34.0,0.330995
34.0,0.521167
35.0,0.685628
35.0,0.378568
35.0,0.596861
35.0,0.183437
35.0,0.300563
35.0,0.326266
35.0,0.452928
35.0,0.388701
36.0,0.249747
36.0,0.088869
36.0,0.305208
36.0,0.70735
36.0,0.546682
36.0,0.431374
36.0,0.650209
36.0,0.286043
36.0,0.315744
37.0,0.043687
37.0,0.077396
37.0,0.373102
37.0,0.270623
37.0,0.349956
37.0,0.574192
37.0,0.263873
37.0,0.147345
38.0,0.076572
38.0,0.184548
38.0,0.239687
38.0,0.136646
38.0,0.167249
38.0,0.28314
38.0,0.382485
38.0,0.191381
39.0,0.144309
39.0,0.292296
39.0,0.171883
39.0,0.14093
39.0,0.120693
39.0,0.097617
39.0,0.176083
39.0,0.19446
40.0,0.243487
40.0,0.202368
40.0,0.07297
40.0,0.205599
40.0,0.454321
40.0,0.684134
40.0,0.337695
40.0,0.41654
41.0,0.300596
41.0,0.205253
41.0,0.062971
41.0,0.218117
41.0,0.399538
41.0,0.278007
41.0,0.067522
41.0,0.292551
41.0,0.117721
42.0,0.191532
42.0,0.228112
42.0,0.43317
42.0,0.462058
42.0,0.666092
42.0,0.67822
42.0,0.245532
42.0,0.137795
43.0,0.303543
43.0,0.362928
43.0,0.537304
43.0,0.439011
43.0,0.418295
43.0,0.228851
43.0,0.333407
43.0,0.3303
44.0,0.150982
44.0,0.211966
44.0,0.238138
44.0,0.17154
44.0,0.402091
44.0,0.279981
44.0,0.137625
44.0,0.247473
45.0,0.160435
45.0,0.257757
45.0,0.435371
45.0,0.295061
45.0,0.226111
45.0,0.325693
45.0,0.222041
45.0,0.160002
46.0,0.53333
46.0,0.54658
46.0,0.375521
46.0,0.408983
46.0,0.157764
46.0,0.352935
46.0,0.224201
46.0,0.229275
46.0,0.319939
47.0,0.197503
47.0,0.281417
47.0,0.203459
47.0,0.244337
47.0,0.18427
47.0,0.206168
47.0,0.173129
47.0,0.140535
48.0,0.1867
48.0,0.200686
48.0,0.323533
48.0,0.149956
48.0,0.140555
48.0,0.206728
48.0,0.158806
48.0,0.260741
49.0,0.165915
49.0,0.048128
49.0,0.096895
49.0,0.180438
49.0,0.389998
49.0,0.207824
49.0,0.214265
49.0,0.217261
50.0,0.130104
50.0,0.064138
50.0,0.144484
50.0,0.203839
50.0,0.340464
50.0,0.305474
50.0,0.204906
50.0,0.196745
51.0,0.067708
51.0,0.278922
51.0,0.33138
51.0,0.340263
51.0,0.334372
51.0,0.347585
51.0,0.116599
51.0,0.210218
52.0,0.254799
52.0,0.178314
52.0,0.1431
52.0,0.26351
52.0,0.48878
52.0,0.337151
52.0,0.069084
52.0,0.290803
52.0,0.3922
53.0,0.253108
53.0,0.125933
53.0,0.024482
53.0,0.090632
53.0,0.305911
53.0,0.412619
53.0,0.307103
53.0,0.082363
54.0,0.137588
54.0,0.324678
54.0,0.387032
54.0,0.270071
54.0,0.194004
54.0,0.169572
54.0,0.066276
54.0,0.072768
55.0,0.214383
55.0,0.228499
55.0,0.13476
55.0,0.12132
55.0,0.211263
55.0,0.17943
55.0,0.308302
55.0,0.259243
56.0,0.196843
56.0,0.09789
56.0,0.124733
56.0,0.223978
56.0,0.107528
56.0,0.171574
56.0,0.189509
56.0,0.308336
57.0,0.255467
57.0,0.15555
57.0,0.121992
57.0,0.277947
57.0,0.136651
57.0,0.172245
57.0,0.169633
57.0,0.189455
57.0,0.385187
58.0,0.274235
58.0,0.268224
58.0,0.142274
58.0,0.285224
58.0,0.165905
58.0,0.178333
58.0,0.125285
58.0,0.201813
59.0,0.364594
59.0,0.140524
59.0,0.044888
59.0,0.042315
59.0,0.195365
59.0,0.203554
59.0,0.128203
59.0,0.222881
60.0,0.408704
60.0,0.482506
60.0,0.147133
60.0,0.123935
60.0,0.184805
60.0,0.121415
60.0,0.062929
60.0,0.014546
61.0,0.134664
61.0,0.172219
61.0,0.223271
61.0,0.176628
61.0,0.065165
61.0,0.19896
61.0,0.11361
61.0,0.136426
62.0,0.142047
62.0,0.055443
62.0,0.113365
62.0,0.096602
0.0,274.929382
0.0,116.48629
0.0,1.97259
0.0,3.146555
0.0,5.162919
0.0,4.56934
0.0,4.491714
0.0,5.225977
0.0,6.576101
1.0,5.980079
1.0,2.629743
1.0,4.864645
1.0,2.394507
1.0,13.514028
1.0,21.46286
1.0,16.594303
1.0,10.694586
2.0,10.576007
2.0,9.880055
2.0,4.702157
2.0,1.645017
2.0,7.549847
2.0,16.949732
2.0,12.13813
2.0,4.647213
3.0,8.20156
3.0,3.870599
3.0,9.639465
3.0,11.552772
3.0,15.842369
3.0,12.479814
3.0,12.981936
3.0,8.882775
4.0,5.71694
4.0,6.365181
4.0,8.854836
4.0,10.646574
4.0,6.293082
4.0,2.774829
4.0,5.177311
4.0,3.02097
5.0,2.063648
5.0,3.139587
5.0,5.682461
5.0,5.53196
5.0,7.707239
5.0,4.860015
5.0,7.544412
5.0,4.320997
5.0,10.078585
6.0,10.730365
6.0,7.724411
6.0,7.635675
6.0,6.600598
6.0,7.201111
6.0,6.887078
6.0,7.254696
6.0,1.269484
7.0,8.368468
7.0,9.650131
7.0,8.015596
7.0,11.068034
7.0,3.637091
7.0,5.519369
7.0,9.230095
7.0,6.426746
8.0,5.460401
8.0,7.640709
8.0,9.090354
8.0,10.45294
8.0,9.651975
8.0,4.473738
8.0,3.186604
8.0,4.206769
9.0,5.496877
9.0,5.176662
9.0,5.205201
9.0,1.334344
9.0,5.125536
9.0,4.030414
9.0,4.734732
9.0,5.295717
10.0,6.323918
10.0,10.984633
10.0,8.205126
10.0,3.494426
10.0,2.151454
10.0,2.126572
10.0,3.728847
10.0,1.674254
10.0,3.323053
11.0,6.02696
11.0,6.53795
11.0,2.208197
11.0,5.952929
11.0,3.436574
11.0,6.08954
11.0,10.495013
11.0,7.371287
12.0,3.09062
12.0,1.642169
12.0,1.951272
12.0,3.556748
12.0,1.068752
12.0,1.733103
12.0,8.241173
12.0,7.700246
13.0,1.330409
13.0,3.762639
13.0,3.341627
13.0,3.980483
13.0,5.64617
13.0,5.327333
13.0,3.491228
13.0,1.391143
14.0,1.883712
14.0,2.638286
14.0,4.590733
14.0,5.22203
14.0,6.030242
14.0,6.951689
14.0,3.233844
14.0,2.110512
15.0,4.976605
15.0,1.886575
15.0,2.319004
15.0,2.204355
15.0,1.890949
15.0,4.079602
15.0,1.806016
15.0,0.360245
15.0,4.933326
16.0,5.131203
16.0,4.646727
16.0,4.882985
16.0,4.276709
16.0,3.146987
16.0,5.319443
16.0,2.864809
16.0,1.994884
17.0,1.374279
17.0,3.45463
17.0,4.193198
17.0,1.384385
17.0,0.877331
17.0,1.748576
17.0,3.717304
17.0,5.057276
18.0,2.414967
18.0,1.971649
18.0,3.245018
18.0,3.406388
18.0,4.565582
18.0,4.028965
18.0,2.860721
18.0,3.37934
19.0,2.213245
19.0,2.106881
19.0,1.237445
19.0,1.384598
19.0,2.934899
19.0,2.94973
19.0,0.34893
19.0,1.765344
20.0,2.090572
20.0,2.724714
20.0,4.960538
20.0,5.109997
20.0,3.14015
20.0,2.364109
20.0,1.410621
20.0,2.217839
20.0,1.524942
21.0,0.936244
21.0,1.236256
21.0,0.767563
21.0,2.435567
21.0,2.702449
21.0,0.613861
21.0,1.697014
21.0,2.776286
22.0,4.426983
22.0,3.101195
22.0,1.781452
22.0,0.831128
22.0,1.587355
22.0,1.81905
22.0,1.198451
22.0,2.176393
23.0,2.185591
23.0,1.626253
23.0,2.422922
23.0,1.814709
23.0,1.68048
23.0,0.999819
23.0,2.801644
23.0,3.08325
24.0,1.240386
24.0,1.010884
24.0,1.393649
24.0,1.493936
24.0,1.789843
24.0,2.431877
24.0,2.242485
24.0,1.331966
25.0,2.405495
25.0,1.487432
25.0,1.177054
25.0,0.842577
25.0,1.530097
25.0,1.502808
25.0,1.769919
25.0,1.667764
26.0,1.293285
26.0,1.03864
26.0,1.116267
26.0,1.354665
26.0,1.975676
26.0,2.208169
26.0,1.027023
26.0,0.63033
26.0,0.764403
27.0,1.832397
27.0,2.063472
27.0,0.624064
27.0,1.109096
27.0,2.106688
27.0,1.673404
27.0,0.551894
27.0,0.305843
28.0,1.213791
28.0,1.402894
28.0,1.275849
28.0,0.502306
28.0,0.7645
28.0,0.794291
28.0,1.761601
28.0,1.833845
29.0,1.134762
29.0,0.439878
29.0,1.817461
29.0,1.537091
29.0,0.489526
29.0,0.512073
29.0,0.75737
29.0,0.340375
30.0,0.124814
30.0,0.735356
30.0,0.751567
30.0,0.960824
30.0,1.051214
30.0,1.335286
30.0,1.730892
30.0,0.413535
31.0,1.163044
31.0,1.128897
31.0,0.573664
31.0,0.336368
31.0,0.595117
31.0,0.804523
31.0,0.556255
31.0,0.245768
31.0,0.770097
32.0,0.930794
32.0,0.432048
32.0,1.014469
32.0,1.39356
32.0,0.556569
32.0,0.747502
32.0,1.038455
32.0,0.740311
33.0,0.299895
33.0,0.569308
33.0,0.61594
33.0,0.620758
33.0,0.630149
33.0,0.558348
33.0,0.673353
33.0,0.563796
34.0,0.601041
34.0,0.374505
34.0,0.595747
34.0,0.780472
34.0,0.92848
34.0,0.163113
34.0,0.26051
34.0,0.210409
35.0,0.308065
35.0,0.683602
35.0,0.330825
35.0,0.428333
35.0,0.574109
35.0,0.652213
35.0,0.514071
35.0,0.470569
36.0,0.600542
36.0,0.752047
36.0,0.982233
36.0,0.635526
36.0,0.386011
36.0,0.218053
36.0,0.237335
36.0,0.26501
36.0,0.095974
37.0,0.180605
37.0,0.195941
37.0,0.520335
37.0,0.198548
37.0,0.122671
37.0,0.236249
37.0,0.721032
37.0,0.763505
38.0,0.539111
38.0,0.282376
38.0,0.243962
38.0,0.075263
38.0,0.114363
38.0,0.282654
38.0,0.494686
38.0,0.578011
39.0,0.415219
39.0,0.268046
39.0,0.200311
39.0,0.175465
39.0,0.416501
39.0,0.651656
39.0,0.637258
39.0,0.329677
40.0,0.538122
40.0,0.445348
40.0,0.214046
40.0,0.286882
40.0,0.372444
40.0,0.375451
40.0,0.260562
40.0,0.407419
41.0,0.514261
41.0,0.074548
41.0,0.086618
41.0,0.36229
41.0,0.672164
41.0,0.217794
41.0,0.298203
41.0,0.437901
41.0,0.123812
42.0,0.20822
42.0,0.332319
42.0,0.128079
42.0,0.094211
42.0,0.389183
42.0,0.413368
42.0,0.283696
42.0,0.315876
43.0,0.385559
43.0,0.246725
43.0,0.219903
43.0,0.493038
43.0,0.318134
43.0,0.259294
43.0,0.244011
43.0,0.448743
44.0,0.294238
44.0,0.108428
44.0,0.206539
44.0,0.46439
44.0,0.425434
44.0,0.414919
44.0,0.414103
44.0,0.202303
45.0,0.128704
45.0,0.158794
45.0,0.152726
45.0,0.147373
45.0,0.216518
45.0,0.097924
45.0,0.13102
45.0,0.142544
46.0,0.442831
46.0,0.365467
46.0,0.311557
46.0,0.334731
46.0,0.280372
46.0,0.139528
46.0,0.079715
46.0,0.111581
46.0,0.325875
47.0,0.19721
47.0,0.178178
47.0,0.252383
47.0,0.169343
47.0,0.168293
47.0,0.204332
47.0,0.022821
47.0,0.140366
48.0,0.311117
48.0,0.434384
48.0,0.193119
48.0,0.086593
48.0,0.194897
48.0,0.385039
48.0,0.206828
48.0,0.14345
49.0,0.29314
49.0,0.204566
49.0,0.13206
49.0,0.117756
49.0,0.077837
49.0,0.12309
49.0,0.097624
49.0,0.082876
50.0,0.259922
50.0,0.161167
50.0,0.204101
50.0,0.266519
50.0,0.12402
50.0,0.187677
50.0,0.208139
50.0,0.160064
51.0,0.089553
51.0,0.114485
51.0,0.16734
51.0,0.278807
51.0,0.233318
51.0,0.191679
51.0,0.196822
51.0,0.091984
52.0,0.381268
52.0,0.245502
52.0,0.106367
52.0,0.064378
52.0,0.2649
52.0,0.123904
52.0,0.258646
52.0,0.185447
52.0,0.009968
53.0,0.125753
53.0,0.149016
53.0,0.112194
53.0,0.068112
53.0,0.089277
53.0,0.115117
53.0,0.143088
53.0,0.07843
54.0,0.064695
54.0,0.18099
54.0,0.190373
54.0,0.171527
54.0,0.124176
54.0,0.218029
54.0,0.316484
54.0,0.209608
55.0,0.169173
55.0,0.143574
55.0,0.160733
55.0,0.106164
55.0,0.221334
55.0,0.313813
55.0,0.102788
55.0,0.068102
56.0,0.166626
56.0,0.151556
56.0,0.166041
56.0,0.178504
56.0,0.268583
56.0,0.154713
56.0,0.097527
56.0,0.164508
57.0,0.207615
57.0,0.087929
57.0,0.049849
57.0,0.224356
57.0,0.192323
57.0,0.041644
57.0,0.2801
57.0,0.295921
57.0,0.257907
58.0,0.073553
58.0,0.181862
58.0,0.194603
58.0,0.11761
58.0,0.130866
58.0,0.148598
58.0,0.181822
58.0,0.088693
59.0,0.22813
59.0,0.14523
59.0,0.172503
59.0,0.050325
59.0,0.251506
59.0,0.207238
59.0,0.082561
59.0,0.24154
60.0,0.047658
60.0,0.128449
60.0,0.116133
60.0,0.154827
60.0,0.208247
60.0,0.165321
60.0,0.118704
60.0,0.128511
61.0,0.232184
61.0,0.259881
61.0,0.256996
61.0,0.293799
61.0,0.163335
61.0,0.184444
61.0,0.147334
61.0,0.170633
62.0,0.007644
62.0,0.101123
62.0,0.134407
62.0,0.194245
0.0,275.726837
0.0,116.960991
0.0,3.393971
0.0,0.880151
0.0,3.971093
0.0,2.358817
0.0,0.170465
0.0,0.654787
0.0,0.898702
1.0,1.216836
1.0,1.87506
1.0,5.051661
1.0,5.736701
1.0,9.442513
1.0,15.342282
1.0,4.607152
1.0,9.218884
2.0,9.71125
2.0,5.282932
2.0,5.785072
2.0,3.161951
2.0,5.220037
2.0,9.697309
2.0,8.480223
2.0,3.637463
3.0,4.734107
3.0,3.58016
3.0,4.531681
3.0,5.547768
3.0,4.462894
3.0,11.826771
3.0,12.695469
3.0,4.633651
4.0,10.328138
4.0,6.040739
4.0,1.833624
4.0,4.902429
4.0,4.224482
4.0,4.644703
4.0,3.826471
4.0,0.735371
5.0,1.775584
5.0,4.106106
5.0,3.549119
5.0,3.226665
5.0,3.380255
5.0,4.632345
5.0,7.778892
5.0,4.835813
5.0,3.673065
6.0,6.439103
6.0,6.236447
6.0,10.251454
6.0,9.552116
6.0,4.371227
6.0,2.796045
6.0,1.904673
6.0,1.751826
7.0,4.257874
7.0,1.570598
7.0,4.299075
7.0,2.481543
7.0,1.144384
7.0,9.810655
7.0,14.330394
7.0,8.231509
8.0,3.129202
8.0,5.107096
8.0,2.688819
8.0,6.755021
8.0,2.008203
8.0,2.696197
8.0,3.865403
8.0,1.18446
9.0,0.786095
9.0,3.522032
9.0,4.598833
9.0,6.090203
9.0,9.224612
9.0,4.436951
9.0,3.830358
9.0,5.297785
10.0,3.054662
10.0,3.077366
10.0,1.76319
10.0,5.543764
10.0,8.117507
10.0,2.23194
10.0,1.191202
10.0,4.267885
10.0,4.148668
11.0,3.471213
11.0,1.6156
11.0,1.158911
11.0,6.986973
11.0,9.277095
11.0,3.566139
11.0,3.421565
11.0,5.086819
12.0,5.242046
12.0,8.164982
12.0,1.549653
12.0,4.315848
12.0,3.061879
12.0,3.9138
12.0,2.621119
12.0,2.31277
13.0,1.445863
13.0,4.069783
13.0,6.446918
13.0,2.83125
13.0,6.919088
13.0,6.045642
13.0,1.402115
13.0,4.326546
14.0,3.944801
14.0,6.143924
14.0,5.860058
14.0,3.688602
14.0,1.048776
14.0,1.12665
14.0,0.871044
14.0,2.665071
15.0,3.210424
15.0,1.1907
15.0,2.483603
15.0,2.346108
15.0,5.120252
15.0,8.412848
15.0,4.385146
15.0,2.529493
15.0,3.949189
16.0,2.413014
16.0,3.017788
16.0,1.727693
16.0,1.181621
16.0,2.701617
16.0,3.353254
16.0,2.151231
16.0,2.366765
17.0,1.763983
